index,postion,streams,year,country,title,artist,valence
5,6,55811,2018,cz,Let You Down,NF,0.464
6,7,54422,2018,cz,More Than You Know,Axwell /\ Ingrosso,0.571
7,8,53595,2018,cz,New Rules,Dua Lipa,0.506
8,9,50461,2018,cz,Shape of You,Ed Sheeran,0.931
9,10,49684,2018,cz,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld,0.742
10,11,49504,2018,cz,Thunder,Imagine Dragons,0.288
11,12,49346,2018,cz,What Lovers Do (feat. SZA),Maroon 5,0.419
12,13,48918,2018,cz,Silence,Marshmello,0.286
13,14,48429,2018,cz,I Miss You (feat. Julia Michaels),Clean Bandit,0.369
14,15,45538,2018,cz,Perfect,Ed Sheeran,0.168
15,16,44683,2018,cz,Feel It Still,Portugal. The Man,0.754
16,17,44306,2018,cz,Stargazing,Kygo,0.419
17,18,44217,2018,cz,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,0.0951
18,19,43956,2018,cz,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0.13
19,20,40701,2018,cz,Filthy,Justin Timberlake,0.645
20,21,39353,2018,cz,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.579
21,22,39282,2018,cz,Home (with Machine Gun Kelly X Ambassadors & Bebe Rexha),Machine Gun Kelly,0.216
22,23,38948,2018,cz,Believer,Imagine Dragons,0.666
23,24,38217,2018,cz,Too Good At Good,s  ,0.476
24,25,38137,2018,cz,Man's Not Hot,Big Shaq,0.588
25,26,38112,2018,cz,All The Stars (with SZA),Kendrick Lamar,0.552
26,27,37171,2018,cz,Échame La Culpa,Luis Fonsi,0.649
27,28,37107,2018,cz,Runway,Ego,0.218
28,29,36628,2018,cz,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,0.356
29,30,36602,2018,cz,Something Just Like This,The Chainsmokers,0.446
30,31,36448,2018,cz,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.2
31,32,34772,2018,cz,I Fall Apart,Post Malone,0.291
32,33,34722,2018,cz,Anywhere,Rita Ora,0.344
33,34,34599,2018,cz,No Limit,G-Eazy,0.405
34,35,34464,2018,cz,Whatever It Takes,Imagine Dragons,0.556
35,36,33115,2018,cz,Gucci Gang,Lil Pump,0.699
36,37,32957,2018,cz,All Falls Down (feat. Juliander),Alan Walker,0.675
37,38,32762,2018,cz,IDGAF,Dua Lipa,0.639
38,39,32588,2018,cz,Never Be the Same,Camila Cabello,0.243
39,40,32576,2018,cz,Finesse - Remix; feat. Cardi B,Bruno Mars,0.926
40,41,31954,2018,cz,Lonely Together (feat. Rita Ora),Avicii,0.272
41,42,31703,2018,cz,How Long,Charlie Puth,0.397
42,43,30635,2018,cz,Tell Me You Love Me,Demi Lovato,0.885
43,44,30305,2018,cz,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,0.87
44,45,29370,2018,cz,Without You (feat. Sandro Cavazza),Avicii,0.295
45,46,28565,2018,cz,I Like Me Better,Lauv,0.419
46,47,28452,2018,cz,Sucker for You,Matt Terry,0.742
47,48,26135,2018,cz,There's Nothing Holdin' Me Back,Shawn Mendes,0.969
48,49,25862,2018,cz,Galway Girl,Ed Sheeran,0.781
49,50,25708,2018,cz,Mama,Jonas Blue,0.543
50,51,25679,2018,cz,Candy Paint,Post Malone,0.381
51,52,25295,2018,cz,Glorious (feat. Skylar Grey),Macklemore,0.356
52,53,24830,2018,cz,Bartier Cardi (feat. 21 Savage),Cardi B,0.109
53,54,24796,2018,cz,1-800-273-8255,Logic,0.357
54,55,24193,2018,cz,Symphony (feat. Zara Larsson),Clean Bandit,0.454
55,56,23674,2018,cz,Wait,Maroon 5,0.452
56,57,23222,2018,cz,XO Tour Llif3,Lil Uzi Vert,0.401
57,58,23184,2018,cz,OK,Robin Schulz,0.583
58,59,23164,2018,cz,Real Friends,Camila Cabello,0.819
59,60,23102,2018,cz,It Ain't Me (with Selena Gomez),Kygo,0.539
60,61,22322,2018,cz,Codeine Dreaming (feat. Lil Wayne),Kodak Black,0.574
61,62,22108,2018,cz,Friends (with BloodPop®),Justin Bieber,0.631
62,63,21691,2018,cz,Save That Shit,Lil Peep,0.145
63,64,21074,2018,cz,Attention,Charlie Puth,0.797
64,65,20823,2018,cz,Your Song,Rita Ora,0.962
65,66,20781,2018,cz,Teen Love,Nik Tendo,0.411
66,67,20610,2018,cz,Tip Toe (feat. French Montana),Jason Derulo,0.62
67,68,20464,2018,cz,Zůstaň tu se mnou (Za sny),Kryštof,0.185
68,69,20254,2018,cz,Congratulations,Post Malone,0.492
69,70,20247,2018,cz,Mi Gente,J Balvin,0.308
70,71,19890,2018,cz,HUMBLE.,Kendrick Lamar,0.421
71,72,19717,2018,cz,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,0.644
72,73,19702,2018,cz,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.733
73,74,19692,2018,cz,Solo Dance,Martin Jensen,0.403
74,75,19522,2018,cz,LOVE. FEAT. ZACARI.,Kendrick Lamar,0.779
75,76,19508,2018,cz,Naked,James Arthur,0.238
76,77,19350,2018,cz,Sorry Not Sorry,Demi Lovato,0.885
77,78,18926,2018,cz,Dreamer,Axwell /\ Ingrosso,0.611
78,79,18842,2018,cz,Flexim Ako Gott,Ego,0.485
79,80,18776,2018,cz,Unforgettable,French Montana,0.733
80,81,18753,2018,cz,Ric Flair Drip (with Metro Boomin),Offset,0.333
81,82,18517,2018,cz,This Is Me,Keala Settle,0.1
82,83,17513,2018,cz,Sober,G-Eazy,0.182
83,84,17445,2018,cz,Too Much To Ask,Niall Horan,0.222
84,85,17432,2018,cz,V Meste Snov,Ego,0.519
85,86,17298,2018,cz,Stay,Zedd,0.544
86,87,17145,2018,cz,Vozíme,Ego,0.63
87,88,17120,2018,cz,Kancelář,Ektor,0.497
89,90,16987,2018,cz,Strip That Down,Liam Payne,0.546
90,91,16869,2018,cz,There for You,Martin Garrix,0.13
91,92,16851,2018,cz,What About Us,P!nk,0.193
92,93,16644,2018,cz,Awful Things,Lil Peep,0.181
93,94,16511,2018,cz,Benz Truck - гелик,Lil Peep,0.112
94,95,16251,2018,cz,No Promises (feat. Demi Lovato),Cheat Codes,0.58
95,96,16213,2018,cz,Rewrite The Stars,Zac Efron,0.284
96,97,16208,2018,cz,Tired,Alan Walker,0.493
97,98,16069,2018,cz,Rich Love (with Seeb),OneRepublic,0.472
98,99,15816,2018,cz,Scared to Be Lonely,Martin Garrix,0.195
100,101,15786,2018,cz,Betrayed,Lil Xan,0.241
101,102,15668,2018,cz,Young Dumb & Broke,Khalid,0.394
102,103,15475,2018,cz,Look What You Made Me Do,Taylor Swift,0.506
103,104,15427,2018,cz,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris,0.872
104,105,15218,2018,cz,End Game,Taylor Swift,0.151
105,106,15047,2018,cz,Walk On Water,Thirty Seconds To Mars,0.388
106,107,14945,2018,cz,Svaz ceskych bohemu,Wohnout,0.478
107,108,14939,2018,cz,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,0.552
108,109,14909,2018,cz,Legendary,Welshly Arms,0.45
109,110,14891,2018,cz,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,0.645
111,112,14586,2018,cz,Hledám Si Tu Pravou,Ektor,0.525
112,113,14531,2018,cz,Paris,The Chainsmokers,0.219
113,114,14478,2018,cz,Photograph,Ed Sheeran,0.201
115,116,14353,2018,cz,Motýli,Mandrage,0.296
116,117,14317,2018,cz,Feel Good,Felix Jaehn,0.66
117,118,14302,2018,cz,Robím To Čo Chcem,Ego,0.712
119,120,14252,2018,cz,Corazón,Maluma,0.748
120,121,14228,2018,cz,Hot2Touch,Felix Jaehn,0.854
122,123,14177,2018,cz,The Greatest Show,Hugh Jackman,0.4
123,124,14161,2018,cz,Issues,Julia Michaels,0.455
124,125,14109,2018,cz,All Stars,Martin Solveig,0.604
125,126,14103,2018,cz,Ikaros,Ektor,0.508
126,127,14069,2018,cz,Potkal Jsem Tě Po Letech,Chinaski,0.451
127,128,14005,2018,cz,Be Mine,Ofenbach,0.507
128,129,13830,2018,cz,Když nemůžeš tak přidej,Mirai,0.328
129,130,13776,2018,cz,The Night We Met,Lord Huron,0.1
130,131,13754,2018,cz,Sensualidad,Bad Bunny,0.676
131,132,13749,2018,cz,Demons,Imagine Dragons,0.428
132,133,13741,2018,cz,The Spectre,Alan Walker,0.198
133,134,13739,2018,cz,First Time,Kygo,0.679
134,135,13693,2018,cz,Přestaň,Ektor,0.697
135,136,13686,2018,cz,Human,Rag'n'Bone Man,0.554
136,137,13669,2018,cz,No Vacancy (feat. Amir),OneRepublic,0.541
137,138,13657,2018,cz,Good Old Days (feat. Kesha),Macklemore,0.268
138,139,13614,2018,cz,This Town (feat. Sasha Alex Sloan),Kygo,0.487
139,140,13605,2018,cz,Ballin,Ektor,0.385
140,141,13528,2018,cz,Say You Won't Let Go,James Arthur,0.494
141,142,13321,2018,cz,Slow Hands,Niall Horan,0.848
142,143,13297,2018,cz,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,0.296
143,144,13280,2018,cz,Castle on the Hill,Ed Sheeran,0.471
144,145,13231,2018,cz,Sign of the Times,Harry Styles,0.222
145,146,13137,2018,cz,The Weekend - Funk Wav Remix,SZA,0.667
146,147,13117,2018,cz,'Till I Collapse,Eminem,0.1
147,148,13015,2018,cz,Closer,The Chainsmokers,0.661
148,149,13011,2018,cz,One More Light,Linkin Park,0.17
149,150,13000,2018,cz,Bad At Love,Halsey,0.612
150,151,12908,2018,cz,Despacito - Remix,Luis Fonsi,0.816
151,152,12851,2018,cz,2U (feat. Justin Bieber),David Guetta,0.562
152,153,12774,2018,cz,Summer Air,ItaloBrothers,0.491
153,154,12606,2018,cz,Never Enough,Loren Allred,0.227
154,155,12582,2018,cz,"""Lose Yourself - From """"8 Mile"""" Soundtrack""",Eminem,0.0612
155,156,12546,2018,cz,Happier,Ed Sheeran,0.236
156,157,12495,2018,cz,Venku Je Na Nule,Chinaski,0.326
157,158,12429,2018,cz,You Make My Dreams (Come True),Daryl Hall & John Oates,0.902
158,159,12371,2018,cz,The Other Side,Hugh Jackman,0.31
159,160,12294,2018,cz,Counting Stars,OneRepublic,0.477
160,161,12277,2018,cz,Thinking out Loud,Ed Sheeran,0.591
161,162,12229,2018,cz,Radioactive,Imagine Dragons,0.236
162,163,12168,2018,cz,...Ready For It?,Taylor Swift,0.417
163,164,12154,2018,cz,Wait,Martin Jensen,0.339
164,165,12110,2018,cz,Rocka, (feat. Sean Paul & Anne-Marie)  ,0.742
165,166,12106,2018,cz,A Million Dreams,Ziv Zaifman,0.0998
166,167,12066,2018,cz,You Don't Know Me - Radio Edit,Jax Jones,0.693
167,168,12054,2018,cz,Came Here for Love,Sigala,0.72
168,169,12045,2018,cz,Think Before I Talk,Astrid S,0.536
169,170,11970,2018,cz,Kruh,Marpo,0.323
170,171,11916,2018,cz,The Brightside,Lil Peep,0.882
171,172,11907,2018,cz,Stronger,Kanye West,0.49
172,173,11880,2018,cz,Sky Walker (feat. Travis Scott),Miguel,0.183
173,174,11865,2018,cz,Láska,Ego,0.52
174,175,11832,2018,cz,In the End,Linkin Park,0.4
175,176,11826,2018,cz,Ideme Ďalej,Ego,0.484
176,177,11722,2018,cz,Wonderwall - Remastered,Oasis,0.434
178,179,11621,2018,cz,Numb,Linkin Park,0.243
179,180,11602,2018,cz,Mikasa Sukasa,Yzomandias,0.155
180,181,11597,2018,cz,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0.875
182,183,11577,2018,cz,Heavy (feat. Kiiara),Linkin Park,0.438
183,184,11563,2018,cz,Delicate,Taylor Swift,0.0499
184,185,11537,2018,cz,Most Girls,Hailee Steinfeld,0.417
185,186,11495,2018,cz,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847
186,187,11423,2018,cz,PICK IT UP (feat. A$AP Rocky),Famous Dex,0.287
187,188,11421,2018,cz,One Last Time,Ariana Grande,0.104
188,189,11393,2018,cz,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled,0.817
190,191,11281,2018,cz,Jocelyn Flores,XXXTENTACION,0.437
191,192,11274,2018,cz,God Save Our Young Blood (with Lana Del Rey),BØRNS,0.396
192,193,11206,2018,cz,Šňůry,Kryštof,0.653
193,194,11206,2018,cz,All Star,Smash Mouth,0.776
194,195,11149,2018,cz,Bank Account,21 Savage,0.376
195,196,11092,2018,cz,Stressed Out,Twenty One Pilots,0.648
196,197,11037,2018,cz,Words,Emma Drobna,0.104
197,198,11024,2018,cz,Faded,Alan Walker,0.159
198,199,10968,2018,cz,Walk On Water (feat. Beyoncé),Eminem,0.618
199,200,10890,2018,cz,Sucker for Pain (with Wiz Khalifa Imagine Dragons Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,0.739
0,1,98258,2019,cz,Sweet but Psycho,Ava Max,0.62
1,2,91876,2019,cz,High Hopes,Panic! At The Disco,0.681
2,3,80256,2019,cz,Bohemian Rhapsody - Remastered 2011,Queen,0.228
3,4,77722,2019,cz,Without Me,Halsey,0.533
4,5,75369,2019,cz,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
5,6,72881,2019,cz,Wow.,Post Malone,0.388
6,7,70129,2019,cz,In My Mind,Dynoro,0.163
7,8,69621,2019,cz,Shallow,Lady Gaga,0.323
8,9,59198,2019,cz,thank u next,Ariana Grande,0.412
9,10,59048,2019,cz,Happier,Marshmello,0.671
10,11,58983,2019,cz,Bad Liar,Imagine Dragons,0.0827
11,12,55202,2019,cz,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,0.493
12,13,53525,2019,cz,Another One Bites The Dust - Remastered 2011,Queen,0.756
13,14,52156,2019,cz,Be Alright,Dean Lewis,0.443
14,15,51627,2019,cz,Natural,Imagine Dragons,0.22
15,16,49300,2019,cz,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,0.244
16,17,48685,2019,cz,BUDE LÍP,Milion Plus,0.459
17,18,44779,2019,cz,Under Pressure - Remastered 2011,Queen,0.466
18,19,43932,2019,cz,Better Now,Post Malone,0.341
19,20,43483,2019,cz,Solo (feat. Demi Lovato),Clean Bandit,0.565
20,21,43421,2019,cz,when the party's over,Billie Eilish,0.198
21,22,43412,2019,cz,Don't Stop Me Now - Remastered 2011,Queen,0.601
22,23,43238,2019,cz,Eastside (with Halsey & Khalid),benny blanco,0.319
23,24,42834,2019,cz,Somebody To Love - Remastered 2011,Queen,0.358
24,25,40906,2019,cz,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake,0.617
25,26,40422,2019,cz,Thunder,Imagine Dragons,0.288
26,27,39484,2019,cz,rockstar (feat. 21 Savage),Post Malone,0.129
27,28,39358,2019,cz,Believer,Imagine Dragons,0.666
28,29,39049,2019,cz,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0.448
29,30,39006,2019,cz,Rise,Jonas Blue,0.655
30,31,38131,2019,cz,Happy Now,Kygo,0.492
31,32,37246,2019,cz,2002,Anne-Marie,0.603
32,33,36917,2019,cz,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,0.288
33,34,36174,2019,cz,Sedm,Nik Tendo,0.0786
34,35,35703,2019,cz,Shape of You,Ed Sheeran,0.931
35,36,35375,2019,cz,Saturday Nights,Khalid,0.341
36,37,35307,2019,cz,SAD!,XXXTENTACION,0.473
37,38,35047,2019,cz,Youngblood,5 Seconds of Summer,0.152
38,39,34761,2019,cz,Cizí zeď,ONEMANSHOW Foundation,0.66
39,40,34577,2019,cz,Z NULY NA STO,Milion Plus,0.93
40,41,34518,2019,cz,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental,0.55
41,42,34321,2019,cz,Killer Queen - Remastered 2011,Queen,0.61
42,43,33989,2019,cz,Without You (feat. Sandro Cavazza),Avicii,0.295
43,44,33793,2019,cz,Let You Love Me,Rita Ora,0.452
44,45,33753,2019,cz,We Will Rock You - Remastered 2011,Queen,0.473
45,46,33617,2019,cz,ZEZE (feat. Travis Scott & Offset),Kodak Black,0.504
46,47,33349,2019,cz,More Than You Know,Axwell /\ Ingrosso,0.571
47,48,32727,2019,cz,Ruin My Life,Zara Larsson,0.585
48,49,31515,2019,cz,Promises (with Sam Smith),Calvin Harris,0.486
49,50,31354,2019,cz,SICKO MODE,Travis Scott,0.446
50,51,31199,2019,cz,Darkside,Alan Walker,0.123
51,52,31037,2019,cz,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.508
52,53,30271,2019,cz,Going Bad (feat. Drake),Meek Mill,0.544
53,54,30206,2019,cz,Havana (feat. Young Thug),Camila Cabello,0.394
54,55,30168,2019,cz,IDGAF,Dua Lipa,0.639
55,56,30123,2019,cz,FRIENDS,Marshmello,0.534
56,57,29951,2019,cz,Born To Be Yours,Kygo,0.451
57,58,29324,2019,cz,KILO,Milion Plus,0.476
58,59,29278,2019,cz,Blah Blah Blah,Armin van Buuren,0.179
59,60,28059,2019,cz,Body (feat. brando),Loud Luxury,0.593
60,61,28015,2019,cz,The Middle,Zedd,0.437
61,62,27972,2019,cz,imagine,Ariana Grande,0.371
62,63,27961,2019,cz,I Like It,Cardi B,0.65
63,64,27935,2019,cz,One Kiss (with Dua Lipa),Calvin Harris,0.592
64,65,27873,2019,cz,HULILA HULILA,Milion Plus,0.532
65,66,27766,2019,cz,lovely,Billie Eilish,0.12
66,67,27363,2019,cz,Nevermind,Dennis Lloyd,0.0793
67,68,27097,2019,cz,I Like Me Better,Lauv,0.419
68,69,26919,2019,cz,Shotgun,George Ezra,0.754
69,70,26423,2019,cz,Venom - Music From The Motion Picture,Eminem,0.46
70,71,26083,2019,cz,no tears left to cry,Ariana Grande,0.354
71,72,26017,2019,cz,I'm a Mess,Bebe Rexha,0.216
72,73,25988,2019,cz,Look Back at It,A Boogie Wit da Hoodie,0.536
73,74,25905,2019,cz,Moonlight,XXXTENTACION,0.711
74,75,25706,2019,cz,Falling Down - Bonus Track,Lil Peep,0.273
75,76,25525,2019,cz,Jackie Chan,Tiësto,0.687
76,77,25477,2019,cz,Kiss and Make Up,Dua Lipa,0.643
77,78,25283,2019,cz,Cesta,Lvcas Dope,0.566
78,79,25133,2019,cz,Wolves,Selena Gomez,0.306
79,80,24897,2019,cz,Perfect,Ed Sheeran,0.168
80,81,24826,2019,cz,Always Remember Us This Way,Lady Gaga,0.296
81,82,24592,2019,cz,Za 100 let,Za100let,0.556
82,83,24459,2019,cz,Whatever It Takes,Imagine Dragons,0.556
83,84,24162,2019,cz,Thunderclouds,Sia,0.489
84,85,24124,2019,cz,Gauč Storytelling,Gleb,0.158
85,86,24117,2019,cz,Something Just Like This,The Chainsmokers,0.446
86,87,24109,2019,cz,The Show Must Go On - Remastered 2011,Queen,0.175
87,88,24077,2019,cz,Mo Bamba,Sheck Wes,0.261
88,89,24049,2019,cz,Hope,The Chainsmokers,0.513
89,90,23994,2019,cz,Better,Khalid,0.112
90,91,23847,2019,cz,All Falls Down (feat. Juliander),Alan Walker,0.675
91,92,22866,2019,cz,OBĚŽNÁ DRÁHA,Milion Plus,0.138
92,93,22764,2019,cz,whoa (mind in awe),XXXTENTACION,0.369
93,94,22710,2019,cz,Feel It Still,Portugal. The Man,0.754
94,95,22699,2019,cz,Lucid Dreams,Juice WRLD,0.218
95,96,22670,2019,cz,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,0.571
96,97,22658,2019,cz,Svaz ceskych bohemu,Wohnout,0.478
97,98,22641,2019,cz,"""Zero - From the Original Motion Picture """"Ralph Breaks The Internet""""""",Imagine Dragons,0.244
98,99,22485,2019,cz,Happy Now,Zedd,0.458
99,100,22249,2019,cz,This Feeling,The Chainsmokers,0.449
100,101,22232,2019,cz,Let Me Down Slowly,Alec Benjamin,0.483
101,102,22179,2019,cz,Love Of My Life - Remastered 2011,Queen,0.26
102,103,21972,2019,cz,Zlatíčka,Kapitán Demo,0.833
103,104,21805,2019,cz,We Are The Champions - Remastered 2011,Queen,0.172
104,105,21693,2019,cz,New Rules,Dua Lipa,0.506
105,106,21660,2019,cz,Flames,David Guetta,0.364
106,107,21543,2019,cz,Děvče v první řadě,Calin,0.596
107,108,21444,2019,cz,Crazy Little Thing Called Love - Remastered 2011,Queen,0.715
108,109,21336,2019,cz,Love Someone,Lukas Graham,0.265
109,110,21332,2019,cz,medicine,Bring Me The Horizon,0.323
110,111,21328,2019,cz,"""Fire On Fire - From """"Watership Down""""""",Sam Smith,0.341
111,112,21301,2019,cz,In My Blood,Shawn Mendes,0.487
112,113,21069,2019,cz,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld,0.742
113,114,20882,2019,cz,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,0.525
114,115,20587,2019,cz,Radio Ga Ga - Live Aid,Queen,0.395
115,116,20586,2019,cz,Let You Down,NF,0.464
116,117,20547,2019,cz,God's Plan,Drake,0.357
117,118,20511,2019,cz,Wonderwall - Remastered,Oasis,0.434
118,119,20486,2019,cz,REMEDY,Alesso,0.483
119,120,20405,2019,cz,Save That Shit,Lil Peep,0.145
120,121,20068,2019,cz,idontwannabeyouanymore,Billie Eilish,0.247
121,122,20061,2019,cz,CHTĚLY BY TO MÍT,Milion Plus,0.443
122,123,19985,2019,cz,Stargazing,Kygo,0.419
123,124,19945,2019,cz,Trampoline,SHAED,0.537
124,125,19922,2019,cz,Návraty,Paulie Garand,0.623
125,126,19889,2019,cz,changes,XXXTENTACION,0.52
126,127,19768,2019,cz,Jocelyn Flores,XXXTENTACION,0.437
127,128,19720,2019,cz,monster,21 Savage,0.224
128,129,19669,2019,cz,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.579
129,130,19503,2019,cz,YYASMIN,Zayo,0.249
130,131,19488,2019,cz,Symphony (feat. Zara Larsson),Clean Bandit,0.454
131,132,19478,2019,cz,Faded,Alan Walker,0.159
132,133,19441,2019,cz,Too Good At Good,s  ,0.476
133,134,19333,2019,cz,Adios,Lvcas Dope,0.593
134,135,19325,2019,cz,Ocean (feat. Khalid),Martin Garrix,0.221
135,136,19292,2019,cz,Closer,The Chainsmokers,0.661
136,137,19176,2019,cz,Treat You Better,Shawn Mendes,0.747
137,138,18954,2019,cz,High On Life (feat. Bonn),Martin Garrix,0.368
138,139,18869,2019,cz,Remind Me to Forget,Kygo,0.315
139,140,18714,2019,cz,Wake Me Up,Avicii,0.643
140,141,18701,2019,cz,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,0.518
141,142,18683,2019,cz,Calma - Remix,Pedro Capó,0.761
142,143,18591,2019,cz,Happier,Ed Sheeran,0.236
143,144,18577,2019,cz,MILION+ BANDANA,Milion Plus,0.341
144,145,18571,2019,cz,In the End,Linkin Park,0.4
145,146,18426,2019,cz,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,0.0951
146,147,18349,2019,cz,There's Nothing Holdin' Me Back,Shawn Mendes,0.969
147,148,18347,2019,cz,Silence,Marshmello,0.286
148,149,18328,2019,cz,Psycho (feat. Ty Dolla $ign),Post Malone,0.459
149,150,18267,2019,cz,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.733
150,151,18267,2019,cz,Like I Do,David Guetta,0.15
151,152,18264,2019,cz,Perfect Week,Calin,0.0702
152,153,18218,2019,cz,Demons,Imagine Dragons,0.428
153,154,18203,2019,cz,Familia (with Anuel Aa feat. Bantu) - Spider-Man: Into the Spider-Verse,Nicki Minaj,0.674
154,155,18167,2019,cz,Beautiful (feat. Camila Cabello),Bazzi,0.249
155,156,18087,2019,cz,'Till I Collapse,Eminem,0.1
156,157,17945,2019,cz,Just Got Paid,Sigala,0.589
157,158,17870,2019,cz,I Love It (& Lil Pump),Kanye West,0.329
158,159,17810,2019,cz,Wake Up in the Sky,Gucci Mane,0.363
159,160,17704,2019,cz,Seven Nation Army,The White Stripes,0.278
160,161,17659,2019,cz,Say You Won't Let Go,James Arthur,0.494
161,162,17643,2019,cz,Dopis,Calin,0.36
162,163,17596,2019,cz,In My Feelings,Drake,0.35
163,164,17585,2019,cz,Teen Love,Nik Tendo,0.411
164,165,17572,2019,cz,Diamond Heart,Alan Walker,0.287
165,166,17558,2019,cz,Sick Boy,The Chainsmokers,0.454
166,167,17548,2019,cz,Lítat,Lvcas Dope,0.88
167,168,17518,2019,cz,What Lovers Do,Maroon 5,0.419
168,169,17486,2019,cz,Mašina,Ektor,0.565
169,170,17456,2019,cz,Me Gusta,Mikolas Josef,0.778
170,171,17440,2019,cz,Someone You Loved,Lewis Capaldi,0.446
171,172,17424,2019,cz,Butterfly Doors,Lil Pump,0.429
172,173,17217,2019,cz,Human,Rag'n'Bone Man,0.554
173,174,17085,2019,cz,MIA (feat. Drake),Bad Bunny,0.158
174,175,17069,2019,cz,KIWI,Milion Plus,0.488
175,176,17001,2019,cz,Taste (feat. Offset),Tyga,0.342
176,177,17000,2019,cz,Leave Me Alone,Flipp Dinero,0.742
177,178,16878,2019,cz,Smells Like Teen Spirit,Nirvana,0.72
178,179,16827,2019,cz,SEDM - Remix,Milion Plus,0.198
179,180,16767,2019,cz,DOBRÁ,Milion Plus,0.335
180,181,16764,2019,cz,Nedává to smysl,Ektor,0.317
181,182,16755,2019,cz,Say My Name,David Guetta,0.79
182,183,16729,2019,cz,Numb,Linkin Park,0.243
183,184,16727,2019,cz,Polaroid,Jonas Blue,0.472
184,185,16679,2019,cz,Lucky You (feat. Joyner Lucas),Eminem,0.575
185,186,16517,2019,cz,VZDUŠNÝ ZÁMKY,Milion Plus,0.337
186,187,16491,2019,cz,Africa,TOTO,0.732
187,188,16488,2019,cz,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.294
188,189,16479,2019,cz,Woman Like Me (feat. Nicki Minaj),Little Mix,0.8
189,190,16401,2019,cz,I Want To Break Free,Queen,0.6
190,191,16374,2019,cz,Chardonnay,Lvcas Dope,0.616
191,192,16341,2019,cz,Galway Girl,Ed Sheeran,0.781
192,193,16276,2019,cz,Survive (feat. Emeli Sandé Gucci Mane),Don Diablo,0.364
193,194,16231,2019,cz,Highway to Hell,AC/DC,0.423
194,195,16222,2019,cz,Kancelář - Official Remix,Ektor,0.497
195,196,16192,2019,cz,Thinking out Loud,Ed Sheeran,0.591
196,197,16160,2019,cz,Drip Too Hard (Lil Ba,& Gunna)  ,0.389
197,198,16146,2019,cz,"""Lose Yourself - From """"8 Mile"""" Soundtrack""",Eminem,0.0612
198,199,16026,2019,cz,Project Dreams,Marshmello,0.786
199,200,15924,2019,cz,MEGASTAR,Milion Plus,0.9
0,1,184357,2020,cz,Dance Monkey,Tones And I,0.513
1,2,103964,2020,cz,Neviditelnej,Kontrafakt,0.536
2,3,101806,2020,cz,Falling,Trevor Daniel,0.236
3,4,93878,2020,cz,Yummy,Justin Bieber,0.494
4,5,90355,2020,cz,Až na měsíc,Viktor Sheen,0.525
5,6,86688,2020,cz,ROXANNE,Arizona Zervas,0.457
6,7,85361,2020,cz,Růže,Calin,0.437
7,8,82144,2020,cz,Señorita,Shawn Mendes,0.75
8,9,81662,2020,cz,Zrovna jí to najelo,CA$HANOVA BULHAR,0.37
9,10,80812,2020,cz,Don't Start Now,Dua Lipa,0.679
10,11,77147,2020,cz,bad guy,Billie Eilish,0.562
11,12,76118,2020,cz,Someone You Loved,Lewis Capaldi,0.446
12,13,75916,2020,cz,Memories,Maroon 5,0.595
13,14,74020,2020,cz,Circles,Post Malone,0.553
14,15,72464,2020,cz,everything i wanted,Billie Eilish,0.243
15,16,71207,2020,cz,Blinding Lights,The Weeknd,0.334
16,17,64440,2020,cz,Kytky z pumpy,Renne Dang,0.512
